system:index,District,History,Latitude,Longitude,Material_Involved,Movement_Type,NH_SH_Location,SlNo,Slide_Name,Slide_No,State,elevation_m,.geo,index_right,osm_id,nearest_road_type,nearest_road_name,nearest_road_ref,road_distance_m
00000000000000002407,Aizawl,July 2022,23.73200035095215,92.75963889,Compacted Debris,Debris slide,,22942,Tuikhurhlu,MIZ/AZL/2022/74,Mizoram,836,"{""type"":""MultiPoint"",""coordinates"":[]}",4477,241548750,trunk,,NH6,8.995847988717015
000000000000000035a1,Gyalshing,March 2022,27.26352778,88.19047222,Debris,Slide,Sardong,26796,Sardong slide,,Sikkim,1066,"{""type"":""MultiPoint"",""coordinates"":[]}",29172,597247542,unclassified,,,6.200284243396401
00000000000000003109,Chumoukedima,03 September 2024,25.7802266,93.93616485595705,Debris,Flow,,25781,,3211,Nagaland,913,"{""type"":""MultiPoint"",""coordinates"":[]}",98815,1051989691,track,,,5.904760528927137
0000000000000000310a,Chumoukedima,03 September 2024,25.7746019,93.9148756,Debris,Slide,,25782,,3212,Nagaland,674,"{""type"":""MultiPoint"",""coordinates"":[]}",80550,1038180947,trunk,,NH29,15.89307854514241
00000000000000001666,East Khasi Hills,04 October 2024,25.5667327,91.9146185,Debris,Slide,,20488,,3215,Meghalaya,1537,"{""type"":""MultiPoint"",""coordinates"":[]}",100558,1052039295,service,,,24.722987879281153
00000000000000001664,West Jaintia Hills,25 May 2020,25.47704743,92.16831285,Debris,Slide,,20486,,3344,Meghalaya,1405,"{""type"":""MultiPoint"",""coordinates"":[]}",5600,284469038,trunk,,NH206,517.2673239557929
00000000000000001667,West Jaintia Hills,26 June 2020,25.28422636,92.11294194,Debris,Slide,,20489,,3351,Meghalaya,1036,"{""type"":""MultiPoint"",""coordinates"":[]}",26105,558327388,tertiary,Muktapur RD,,13.695933657949706
0000000000000000310e,Kohima,07 July 2025,25.623067,94.114196,Debris,Slide,,25786,,3375,Nagaland,1593,"{""type"":""MultiPoint"",""coordinates"":[]}",316,44886105,trunk,,NH2,27.251174173444518
00000000000000001704,East Khasi Hills,02 July 2024,25.65057222,91.89351389,Debris,Fall,Umiam Road,20603,Mowing Rim,4694,Meghalaya,1135,"{""type"":""MultiPoint"",""coordinates"":[]}",470,52116567,trunk,GS Road,NH6,6.497627004025315
0000000000000000170a,Eastern-West Khasi Hill,30 May 2025,25.65443889,91.62390833,Debris,Fall,SH-3,20609,Mawblei,4695,Meghalaya,1469,"{""type"":""MultiPoint"",""coordinates"":[]}",289131,1469491862,unclassified,,,52.6172554608995
0000000000000000170b,Eastern-West Khasi Hill,30 May 2025,25.65443889,91.63345833,Debris,Slide,SH-3,20610,Nongkhlaw,4696,Meghalaya,1436,"{""type"":""MultiPoint"",""coordinates"":[]}",288282,1467052556,primary,,,11.577668913271442
0000000000000000170c,Eastern-West Khasi Hill,30 May 2025,25.65977222,91.63440556,Debris,Fall,SH-3,20611,Nongkhlaw,4697,Meghalaya,1407,"{""type"":""MultiPoint"",""coordinates"":[]}",288282,1467052556,primary,,,10.92201328344077
0000000000000000170e,East Khasi Hills,01 July 2024,25.65341111,91.89819444,Debris,Slide,GS Road,20613,Umiam Hydal Project,4699,Meghalaya,1026,"{""type"":""MultiPoint"",""coordinates"":[]}",472,52116570,trunk,,NH6,12.243084864686615
00000000000000001710,Ri-Bhoi,30 May 2025,25.67032222,91.90487222,Debris,Slide,GS Road,20615,Umsawlum A,4701,Meghalaya,1003,"{""type"":""MultiPoint"",""coordinates"":[]}",5380,271956454,trunk,,NH6,8.41760977707415
00000000000000001713,East Khasi Hills,30 May 2025,25.30127778,91.92198889,Debris,Slide,AH-2,20618,Lait-Sohphie,4702,Meghalaya,1208,"{""type"":""MultiPoint"",""coordinates"":[]}",36370,662679409,trunk,,NH206,23.18038459964067
0000000000000000363f,North Tripura,July 2025,24.485559463500977,92.212277,Debris,slide,,26907,Rajnagar,5707,Tripura,35,"{""type"":""MultiPoint"",""coordinates"":[]}",8967,366133795,tertiary,,,73.36362004858114
00000000000000003642,North Tripura,July 2025,24.314206,92.225824,Debris,slide,Linked road,26910,Jarolmura,5712,Tripura,88,"{""type"":""MultiPoint"",""coordinates"":[]}",214,44769328,trunk,,NH-8,1317.3765181115057
00000000000000003645,North Tripura,"July 2024, July 2025",24.356023,92.225478,Debris,slide,NH-8,26913,Bagbassa,5715,Tripura,64,"{""type"":""MultiPoint"",""coordinates"":[]}",214,44769328,trunk,,NH-8,46.36718267435733
00000000000000003646,North Tripura,July 2025,24.401199340820312,92.237233,Debris,slide,NH-8,26914,Chanpur,5716,Tripura,52,"{""type"":""MultiPoint"",""coordinates"":[]}",214,44769328,trunk,,NH-8,53.94590152017452
00000000000000003647,North Tripura,July 2025,24.413873,92.241309,Debris,slide,NH-8,26915,Churaibari,5717,Tripura,57,"{""type"":""MultiPoint"",""coordinates"":[]}",214,44769328,trunk,,NH-8,69.14310769366202
00000000000000003649,North Tripura,July 2025,24.419026,92.242991,Debris,slide,NH-8,26917,Churaibari,5719,Tripura,54,"{""type"":""MultiPoint"",""coordinates"":[]}",214,44769328,trunk,,NH-8,25.025910594650668
0000000000000000124b,Noney,Septemebr 2025,24.786937713623047,93.657893,Debris,Slide,NH-37,19590,,5777,Manipur,549,"{""type"":""MultiPoint"",""coordinates"":[]}",10600,389627431,unclassified,,,21.824374956551075
0000000000000000124c,Noney,10 Septemebr 2025,24.788159,93.663215,Debris,fall,NH-37,19591,,5779,Manipur,478,"{""type"":""MultiPoint"",""coordinates"":[]}",4531,242395999,trunk,,NH37,18.04616870634852
0000000000000000124d,Noney,10 Septemebr 2025,24.786357,93.657951,Debris,slide,NH-37,19592,,5780,Manipur,600,"{""type"":""MultiPoint"",""coordinates"":[]}",10600,389627431,unclassified,,,15.324752503563795
0000000000000000124f,Kangpokpi,October 2025,24.791125,93.7252197265625,Debris,slide,NH-37,19594,,6782,Manipur,1043,"{""type"":""MultiPoint"",""coordinates"":[]}",303,44884968,trunk,,NH37,10.28054431350481
00000000000000001252,Noney,2024,24.794492721557617,93.652745,Debris,slide,NH-37,19597,,6801,Manipur,474,"{""type"":""MultiPoint"",""coordinates"":[]}",4532,242396002,trunk,,NH37,2.8115695466681476
00000000000000001253,Noney,2024,24.787526,93.662891,Debris,Slide,NH-37,19598,,6802,Manipur,470,"{""type"":""MultiPoint"",""coordinates"":[]}",4531,242395999,trunk,,NH37,2.1236072932467844
00000000000000001254,Noney,Septemebr 2025,24.789504,93.66384887695312,Debris,Slide,NH-37,19599,,6803,Manipur,484,"{""type"":""MultiPoint"",""coordinates"":[]}",4531,242395999,trunk,,NH37,10.845540783749627
00000000000000001256,Noney,05 June 2025,24.863924026489254,93.617853,Debris,slide,NH-37,19601,,6831,Manipur,382,"{""type"":""MultiPoint"",""coordinates"":[]}",293,44884944,trunk,,NH37,20.69434539037159
00000000000000001257,Noney,09 Septemebr 2025,24.862146377563477,93.595644,Debris,slide,NH-37,19602,,6839,Manipur,423,"{""type"":""MultiPoint"",""coordinates"":[]}",293,44884944,trunk,,NH37,18.167507331451844
00000000000000001258,Noney,1st week of August 2025,24.859576,93.576244,Debris,slide,,19603,,6842,Manipur,417,"{""type"":""MultiPoint"",""coordinates"":[]}",293,44884944,trunk,,NH37,15.761083632304905
000000000000000016fc,South West Khasi Hills,15 June 2024,25.37129167,91.48003056,Debris,Fall,Mawkyrwat-Shillong Road,20595,Jakarm,6874,Meghalaya,1567,"{""type"":""MultiPoint"",""coordinates"":[]}",10842,399415207,secondary,,,11.467269029408445
00000000000000001708,East Khasi Hills,"28 May 2024, morning",25.34508889,91.60050278,Debris,Slide,Weiloi-Mawsynram Road,20607,Mawlynnu(Sixteen),6884,Meghalaya,1713,"{""type"":""MultiPoint"",""coordinates"":[]}",77881,994851922,primary,Shillong-Mawphlang-Mawsynram road,,1.3492688633168841
00000000000000001706,East Khasi Hills,"28 May 2024, morning",25.44693056,91.74096667,Debris,Topple/Fall,Mawphlang-Weiloi Road,20605,Mawphlang,6885,Meghalaya,1730,"{""type"":""MultiPoint"",""coordinates"":[]}",7833,340024928,primary,Shillong-Mawphlang-Mawsynram road,,7.339346171688782
00000000000000001705,East Khasi Hills,02 July 2024,25.64887222,91.89692778,Debris,Slide,Umiam Road,20604,Umiam Lake,6889,Meghalaya,1083,"{""type"":""MultiPoint"",""coordinates"":[]}",471,52116569,trunk,,NH6,3.9572347977651985
00000000000000001703,East Khasi Hills,02 July 2024,25.641242,91.894137,Debris,Fall,Shillong-Umiam Road,20602,Rymbai Petrol Pump(BPCL),6890,Meghalaya,1212,"{""type"":""MultiPoint"",""coordinates"":[]}",95437,1051732331,service,,,3.373232896889662
000000000000000016fe,West Khasi Hills,02 July 2024,25.531739,91.296177,Debris,Slide,Mairang-Nongstoin Road,20597,Mawrok Sohsat,6891,Meghalaya,1460,"{""type"":""MultiPoint"",""coordinates"":[]}",12969,462989838,trunk,,NH106,10.739324210259387
000000000000000004c0,Kamrup,17 July 2014,25.757752,91.252285,Debris,flow,,842,Sundarpur village,6986,Assam,769,"{""type"":""MultiPoint"",""coordinates"":[]}",289639,1472521760,tertiary,,,1634.7332509475
000000000000000004c2,Kamrup,23 September 2014,25.872268,91.213965,Debris,flow,,844,lepgaon,7115,Assam,253,"{""type"":""MultiPoint"",""coordinates"":[]}",29991,605671319,tertiary,,,696.0087990093472
000000000000000004c3,Kamrup,26 December 2008,26.2272613,91.6922458,Debris,slide,,845,,7192,Assam,67,"{""type"":""MultiPoint"",""coordinates"":[]}",16585,508332934,residential,,,77.88613133937906
000000000000000004c5,Kamrup,05 July 2025,26.246980667114254,91.964383,Debris,slide,,847,,7194,Assam,62,"{""type"":""MultiPoint"",""coordinates"":[]}",223943,1133623081,primary,Kajali Mayang Road,SH3,8.271288937766087
000000000000000004c8,Dima Hasao,05 June 2025,25.64851188659668,93.121528,Debris,slide,,850,,7197,Assam,344,"{""type"":""MultiPoint"",""coordinates"":[]}",60513,843621717,trunk,,NH27,3.0464279671315113
000000000000000004c9,Dima Hasao,2024,25.38897705078125,93.121008,Debris,slide,,851,,7198,Assam,305,"{""type"":""MultiPoint"",""coordinates"":[]}",274706,1363831851,trunk,,NH27,0.2608960953238461
000000000000000004cb,Dima Hasao,31st May 2025,25.34147834777832,93.133718,Debris,slide,,853,,7203,Assam,300,"{""type"":""MultiPoint"",""coordinates"":[]}",274691,1363831828,trunk,,NH27,7.08998470561893
000000000000000004cc,West Karbi Anglong,2024,25.888959,92.61669158935548,Debris,slide,,854,hamren- dinkamukam road sector,7210,Assam,458,"{""type"":""MultiPoint"",""coordinates"":[]}",8939,366125860,primary,,SH19;SH-017,9.108943847421425
000000000000000004cd,West Karbi Anglong,2024,25.890031814575195,92.621245,Debris,slide,,855,,7211,Assam,462,"{""type"":""MultiPoint"",""coordinates"":[]}",8939,366125860,primary,,SH19;SH-017,14.019487093764745
0000000000000000171a,Ri-Bhoi,30 June 2024,25.68591944,91.90256667,Debris,Slide,NH-6,20625,Umbang 2,7236,Meghalaya,938,"{""type"":""MultiPoint"",""coordinates"":[]}",70744,977975334,trunk,,NH6,17.00834307014389
0000000000000000171b,Ri-Bhoi,30 May 2025,25.71165556,91.89512778,Debris,Slide,NH-6,20626,Sahkynduh,7237,Meghalaya,862,"{""type"":""MultiPoint"",""coordinates"":[]}",70744,977975334,trunk,,NH6,10.489143197405557
0000000000000000171c,Ri-Bhoi,30 May 2025,25.75297778,91.88535278,Debris,Fall/Topple,NH-6,20627,Ri-Bhoi Pataraim,7239,Meghalaya,819,"{""type"":""MultiPoint"",""coordinates"":[]}",70745,977975335,trunk,,NH6,50.330344527569935
0000000000000000171d,Ri-Bhoi,14 June 2024,25.79744444,91.87408611,Debris,Slide,NH-6,20628,Umsamlan 1,7240,Meghalaya,642,"{""type"":""MultiPoint"",""coordinates"":[]}",70747,977975337,trunk,,NH6,29.09077811629258
0000000000000000171f,West Khasi Hills,02 July 2024,25.62269444,91.16914444,Debris,Slide,Nongstoin-RongjongTura Road,20630,,7242,Meghalaya,1222,"{""type"":""MultiPoint"",""coordinates"":[]}",15946,507898512,trunk,,NH127B,33.85003822264988
00000000000000001721,West Khasi Hills,02 July 2024,25.66156667,91.13485278,Debris,Slide,Nongstoin-RongjongTura Road,20632,,7243,Meghalaya,1145,"{""type"":""MultiPoint"",""coordinates"":[]}",15946,507898512,trunk,,NH127B,21.355966413149932
00000000000000001722,Eastern-West Khasi Hill,29 May 2025,25.69150833,91.64160833,Debris,Slide,Mairang-Guwahati Road,20633,Nongkhlaw-Tirotsing 1,7244,Meghalaya,1338,"{""type"":""MultiPoint"",""coordinates"":[]}",265468,1329033052,primary,,,22.64247371986334
00000000000000001727,Eastern-West Khasi Hill,06 August 2024,25.69683611,91.64485556,Debris,Slide,Mairang-Guwahati Road,20638,,7245,Meghalaya,1246,"{""type"":""MultiPoint"",""coordinates"":[]}",265468,1329033052,primary,,,32.90267512609278
00000000000000001730,Eastern-West Khasi Hill,11 June 2025,25.6900691986084,91.6708526611328,Debris,Slide,Nongkhlaw-Guwahati Road,20647,Mawiongkhri,7248,Meghalaya,888,"{""type"":""MultiPoint"",""coordinates"":[]}",265468,1329033052,primary,,,7.8282668045255654
00000000000000001731,Eastern-West Khasi Hill,11 June 2025,25.733262,91.675754,Debris,Slide,Mairang-Guwahati Road,20648,Umniangriang,7249,Meghalaya,742,"{""type"":""MultiPoint"",""coordinates"":[]}",291155,1482181092,tertiary,,,27.276347556764776
00000000000000001731,Eastern-West Khasi Hill,11 June 2025,25.733262,91.675754,Debris,Slide,Mairang-Guwahati Road,20648,Umniangriang,7249,Meghalaya,742,"{""type"":""MultiPoint"",""coordinates"":[]}",265469,1329035292,tertiary,,,27.276347556764776
00000000000000001732,Eastern-West Khasi Hill,29 May 2024,25.762051,91.658959,Debris,Slide,Mairang-Guwahati Road,20649,Boulder Stone Quarry Site,7250,Meghalaya,796,"{""type"":""MultiPoint"",""coordinates"":[]}",265469,1329035292,tertiary,,,372.2845972359804
00000000000000001734,Eastern-West Khasi Hill,29 May 2024,25.791616439819336,91.658242,Debris,Slide,Mairang-Guwahati Road,20651,Madpan,7251,Meghalaya,743,"{""type"":""MultiPoint"",""coordinates"":[]}",265469,1329035292,tertiary,,,7.406675447703764
00000000000000003259,Mokokchung,2026-06-26,26.526817321777344,94.675462,Debris,slide,,26046,Pfutsro,7597,Nagaland,714,"{""type"":""MultiPoint"",""coordinates"":[]}",10125,384813862,trunk,,NH702,10.879096070348066
00000000000000001738,South West Garo Hills,13 July 2026,25.56742286682129,89.979711,Debris,,Kongpara,20655,Betasing,7598,Meghalaya,47,"{""type"":""MultiPoint"",""coordinates"":[]}",290240,1474732573,primary,,SH12,2.4164065472692022
0000000000000000325a,Phek,2026-07-14,25.570159,94.253552,Debris,slide,,26047,,7599,Nagaland,1854,"{""type"":""MultiPoint"",""coordinates"":[]}",1631,129815376,trunk,,NH29,2.540816610101732
00000000000000000512,West Kameng,2008,27.086667,92.585278,Debris,,,905,Slide at 10km SE of Sessa Village,AP/WK/83E12/2008/A-10,Arunachal Pradesh,299,"{""type"":""MultiPoint"",""coordinates"":[]}",186,44736738,primary,Doimara-Nichiphu,,3.9605342804044503
00000000000000000518,West Kameng,2008,27.093889,92.591389,Debris,,,911,Slide at 15km SE of Sessa Village,AP/WK/83E12/2008/A-11,Arunachal Pradesh,265,"{""type"":""MultiPoint"",""coordinates"":[]}",186,44736738,primary,Doimara-Nichiphu,,295.0987983739004
00000000000000000620,West Kameng,2008,27.345556259155273,92.266389,Debris,Flow,,1124,Slide at 5 km N of Dirang,AP/WK/83E12/2008/A-14,Arunachal Pradesh,1581,"{""type"":""MultiPoint"",""coordinates"":[]}",4307,238496656,trunk,,NH13,17.896355154744846
00000000000000000791,Anjaw,May 2014,28.062999725341797,96.49913787841795,Debris,Slide,Tohangam-Hayuliang road,1450,,AR/ANJ/91D08/2014/11,Arunachal Pradesh,505,"{""type"":""MultiPoint"",""coordinates"":[]}",71987,988671094,trunk,,NH113,231.48409970705765
00000000000000000790,Anjaw,May 2014,28.062440872192383,96.49774932861328,Debris,Slide,Tohangam-Hayuliang Road,1449,,AR/ANJ/91D08/2014/12,Arunachal Pradesh,507,"{""type"":""MultiPoint"",""coordinates"":[]}",71987,988671094,trunk,,NH113,156.1240807944076
0000000000000000078f,Anjaw,May 2014,28.061309814453125,96.49256134033205,Debris,Slide,Tohangam-Hayuliang Road,1448,,AR/ANJ/91D08/2014/13,Arunachal Pradesh,492,"{""type"":""MultiPoint"",""coordinates"":[]}",71987,988671094,trunk,,NH113,145.83768409740117
0000000000000000078d,Anjaw,May 2014,28.05997085571289,96.48664093017578,Debris,Slide,Tohangam-Hayuliang Road,1446,,AR/ANJ/91D08/2014/14,Arunachal Pradesh,495,"{""type"":""MultiPoint"",""coordinates"":[]}",71987,988671094,trunk,,NH113,245.47711674597184
0000000000000000077a,Anjaw,May 2014,28.017810821533203,96.4427490234375,Debris,Slide,Tohangam-Hayuliang Road,1429,,AR/ANJ/91D08/2014/16,Arunachal Pradesh,437,"{""type"":""MultiPoint"",""coordinates"":[]}",10233,385672912,trunk,,NH113,378.6293767708345
0000000000000000078e,Anjaw,May 2014,28.060060501098633,96.44635772705078,Debris,Slide,Tohangam-Hayuliang Road,1447,,AR/ANJ/91D08/2014/16,Arunachal Pradesh,652,"{""type"":""MultiPoint"",""coordinates"":[]}",10250,385672978,trunk,,NH113,89.48403092199541
00000000000000000775,Anjaw,May 2014,28.0061092376709,96.42871856689452,Debris,Slide,Tohangam-Hayuliang Road,1424,,AR/ANJ/91D08/2014/17,Arunachal Pradesh,444,"{""type"":""MultiPoint"",""coordinates"":[]}",10247,385672948,trunk,,NH113,107.27890578482015
0000000000000000093e,Anjaw,2012,28.273780822753903,96.5703125,Debris,Slide,HMC road,1718,,AR/ANJ/91D11/2014/30,Arunachal Pradesh,1704,"{""type"":""MultiPoint"",""coordinates"":[]}",62642,883057031,tertiary,,,294.6475782189576
00000000000000000837,Anjaw,2012,28.18524932861328,96.53256225585938,Debris,Slide,H. M. C. Road,1563,,AR/ANJ/91D12/2014/43,Arunachal Pradesh,1079,"{""type"":""MultiPoint"",""coordinates"":[]}",62672,883057062,tertiary,,,155.18647442576884
00000000000000000792,Anjaw,2012,28.063560485839844,96.50074768066406,Debris,Slide,Tezu-Hayuliang road,1451,Khupapolice check gate,AR/ANJ/91D12/2014/53,Arunachal Pradesh,515,"{""type"":""MultiPoint"",""coordinates"":[]}",71987,988671094,trunk,,NH113,369.1827389358804
00000000000000000771,Anjaw,May 2014,27.987470626831055,96.4113311767578,Debris,Flow,Tohangam-Hayuliang Road,1420,,AR/ANJ/92A05/2014/18,Arunachal Pradesh,401,"{""type"":""MultiPoint"",""coordinates"":[]}",10247,385672948,trunk,,NH113,100.00300587559782
0000000000000000076f,Anjaw,2012,27.98332977294922,96.40432739257812,Debris,Slide,Tezu-Hayuliang road,1418,,AR/ANJ/92A05/2014/55,Arunachal Pradesh,390,"{""type"":""MultiPoint"",""coordinates"":[]}",10247,385672948,trunk,,NH113,299.9253529890055
0000000000000000075b,Lohit,May 2014,27.93967056274414,96.38096618652344,Debris,Slide,Tohangam-Hayuliang Road,1400,,AR/LOH/92A05/2014/08,Arunachal Pradesh,1579,"{""type"":""MultiPoint"",""coordinates"":[]}",10230,385672879,primary,Old NH113,NH113,261.0600392886893
00000000000000000765,Lohit,May 2014,27.95672035217285,96.39697265625,Debris,Slide,Tohangam-Hayuliang Road,1409,,AR/LOH/92A05/2014/09,Arunachal Pradesh,892,"{""type"":""MultiPoint"",""coordinates"":[]}",10230,385672879,primary,Old NH113,NH113,31.398837964218302
00000000000000000764,Lohit,May 2014,27.956029891967773,96.40267181396484,Debris,Slide,Tohangam-Hayuliang Road,1408,,AR/LOH/92A05/2014/10,Arunachal Pradesh,645,"{""type"":""MultiPoint"",""coordinates"":[]}",79207,1005536511,trunk,NH113,,80.19971267308698
00000000000000000768,Lohit,May 2014,27.96324920654297,96.40097045898438,Debris,Slide,Tohangam-Hayuliang Road,1412,,AR/LOH/92A05/2014/20,Arunachal Pradesh,526,"{""type"":""MultiPoint"",""coordinates"":[]}",10230,385672879,primary,Old NH113,NH113,70.60659169250458
00000000000000000767,Lohit,May 2014,27.959640502929688,96.40177917480467,Debris,Flow,Tohangam-Hayuliang Road,1411,,AR/LOH/92A05/2014/21,Arunachal Pradesh,722,"{""type"":""MultiPoint"",""coordinates"":[]}",10230,385672879,primary,Old NH113,NH113,83.09076341345892
00000000000000000a67,Papum Pare,18 June 2024 at 11:00 hrs.,27.105253219604492,93.825399,Debris,Slide,NH 415,1938,Banderdewa Petrol Pump Slide,ARA/PP/83E16/2024/01,Arunachal Pradesh,172,"{""type"":""MultiPoint"",""coordinates"":[]}",182072,1121188675,trunk,,NH15,66.84447164692558
0000000000000000061c,Lower Subansiri,16 July 2016,27.339267,93.802581,Debris,Slide,National Highway 713-A,1120,Possa-Potin slide,ARN/LS/83E15/2016/02,Arunachal Pradesh,789,"{""type"":""MultiPoint"",""coordinates"":[]}",4349,238557333,trunk,,NH13,7.337163430292959
0000000000000000060a,Lower Subansiri,17 July 2016,27.307071685791016,93.806008,Debris,Slide,National Highway 713-A,1103,Possa-Potin slide,ARN/LS/83E15/2016/03,Arunachal Pradesh,728,"{""type"":""MultiPoint"",""coordinates"":[]}",191802,1126614080,service,,,2.995548134447525
00000000000000000591,Lower Subansiri,16 July 2016,27.193425,93.780983,Debris,Slide,National Highway 713-A,999,Hoj-Potin slide,ARN/LS/83E15/2016/04,Arunachal Pradesh,225,"{""type"":""MultiPoint"",""coordinates"":[]}",179099,1099368623,trunk,,NH713A,4.487428185599793
000000000000000005ed,Lower Subansiri,17 July 2016,27.294885635375977,93.803328,Debris,Slide,National Highway 713-A,1082,Hoj-Potin slide,ARN/LS/83E15/2016/05,Arunachal Pradesh,646,"{""type"":""MultiPoint"",""coordinates"":[]}",4349,238557333,trunk,,NH13,12.095420718137946
000000000000000005c5,Lower Subansiri,17 July 2016,27.254756,93.801303,Debris,Slide,National Highway 713-A,1049,Hoj-Potin slide,ARN/LS/83E15/2016/06,Arunachal Pradesh,288,"{""type"":""MultiPoint"",""coordinates"":[]}",545,69879646,trunk,,NH713A,15.413800054815065
000000000000000005be,Lower Subansiri,17 July 2016,27.246131,93.804711,Debris,Slide,National Highway 713-A,1042,Hoj-Potin slide,ARN/LS/83E15/2016/07,Arunachal Pradesh,270,"{""type"":""MultiPoint"",""coordinates"":[]}",545,69879646,trunk,,NH713A,4.330684705899049
000000000000000005b5,Lower Subansiri,17 July 2016,27.23995018005371,93.806589,Debris,Slide,National Highway 713-A,1033,Hoj-Potin slide,ARN/LS/83E15/2016/08,Arunachal Pradesh,270,"{""type"":""MultiPoint"",""coordinates"":[]}",545,69879646,trunk,,NH713A,23.33998527637009
0000000000000000069c,Tawang,22 April 2016,27.58741667,91.88694444,Debris,Slide,,1218,Famla Slide,ARN/TWG/FM/2016-17/01,Arunachal Pradesh,2587,"{""type"":""MultiPoint"",""coordinates"":[]}",4721,245697883,unclassified,,,27.72359312713493
000000000000000006b8,Tawang,22 April 2016,27.587417,91.886944,Debris,Slide,,1241,Famla Slide,ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,2587,"{""type"":""MultiPoint"",""coordinates"":[]}",4721,245697883,unclassified,,,27.77659873633692
000000000000000006d1,Tawang,23 April 2016,27.596639,91.878972,Debris,Slide,,1264,SSB Colony slide,ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,2883,"{""type"":""MultiPoint"",""coordinates"":[]}",26198,560851692,trunk,,NH13,18.54687974941769
000000000000000006d2,Tawang,23 April 2016,27.596639,91.878972,Debris,Slide,,1265,Q.M. Store slide,ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,2883,"{""type"":""MultiPoint"",""coordinates"":[]}",26198,560851692,trunk,,NH13,18.54687974941769
000000000000000004e5,West Kameng,1 July 2016 at 12:20 hrs.,27.018342,92.6355972290039,Debris,Slide,NE of Bhalukpong Helipad,878,Bhalukpong Circuit House slide,ARN/WK/83A12/2016/01,Arunachal Pradesh,221,"{""type"":""MultiPoint"",""coordinates"":[]}",10560,389363506,unclassified,,,64.06814322649213
00000000000000000345,Cachar,March 2025,24.967559814453125,92.7439193725586,Debris,Slide,Balicherra Grant,619,Naraincherra landslide,AS/CAC/83D09/2025/4,Assam,34,"{""type"":""MultiPoint"",""coordinates"":[]}",151391,1057500719,unclassified,,,5.77971129289009
