system:index,aspect_deg,clay_surface_pct,elevation_m,label,lulc_class,sample_id,sample_type,slope_deg,state,.geo
000000000000000000a4_0,246,29,147,0,10,165,background,2,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.86651106757671,27.68571690972044]}"
000000000000000000a5_0,90,29,251,0,10,166,background,23,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.06915727282853,26.92196925516202]}"
000000000000000000a6_0,270,20,2622,0,10,167,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.26875835467803,27.44559723427529]}"
000000000000000000a7_0,290,13,3182,0,10,168,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.28368868552184,28.938597236481936]}"
000000000000000000a8_0,140,20,3289,0,10,169,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.01186305482912,27.938772325256906]}"
000000000000000000a9_0,129,21,4707,0,100,170,background,69,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.87394878730754,27.719403732874923]}"
000000000000000000aa_0,227,30,570,0,10,171,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.50771936881756,27.611605898780574]}"
000000000000000000ab_0,298,27,909,0,10,172,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.11703290319025,26.963201926703107]}"
000000000000000000ac_0,257,19,2359,0,10,173,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.4590352547001,28.58825427567532]}"
000000000000000000ad_0,270,24,2410,0,10,174,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.8924632307241,28.231712939408283]}"
000000000000000000ae_0,16,12,2697,0,10,175,background,39,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.23194572515655,28.744830629697354]}"
000000000000000000af_0,166,14,3588,0,10,176,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.27937677215806,28.690931712650183]}"
000000000000000000b0_0,218,20,2103,0,10,177,background,46,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.0970903038828,27.179606078647502]}"
000000000000000000b1_0,198,27,167,0,40,178,background,7,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.96703254786968,27.47012124153175]}"
000000000000000000b2_0,230,28,1877,0,10,179,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.92480258095236,27.96922521338856]}"
000000000000000000b3_0,111,15,2993,0,10,180,background,24,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.0799507790835,28.97470951090354]}"
000000000000000000b4_0,121,23,2147,0,10,181,background,56,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.0526236973189,27.086630446741125]}"
000000000000000000b5_0,175,17,3173,0,10,182,background,42,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.29058741608213,27.570912216409965]}"
000000000000000000b6_0,336,22,2278,0,10,183,background,22,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.603295540766,28.173771603582573]}"
000000000000000000b7_0,46,17,2931,0,10,184,background,17,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.81351504009552,27.656611494514962]}"
000000000000000000b8_0,81,18,3169,0,10,185,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.38195980332267,28.71707268741806]}"
000000000000000000b9_0,267,17,3492,0,10,186,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.26534933088021,28.47641402280244]}"
000000000000000000ba_0,80,15,1525,0,10,187,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.01105457107343,28.30151203698437]}"
000000000000000000bb_0,286,25,691,0,10,188,background,27,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.53035691397736,27.73692088091525]}"
000000000000000000bc_0,83,23,2647,0,10,189,background,23,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.4672007752219,28.157601928468424]}"
000000000000000000bd_0,107,-9999,4935,0,70,190,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.74522478137504,28.013152830782005]}"
000000000000000000be_0,257,25,2233,0,10,191,background,30,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.28044102765347,27.78246546582011]}"
000000000000000000bf_0,76,26,1200,0,10,192,background,22,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.66069788742124,27.398974671029485]}"
000000000000000000c0_0,175,16,3895,0,100,193,background,32,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.35519915641959,27.918290736778985]}"
000000000000000000c1_0,126,20,1707,0,10,194,background,35,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.7280715337302,28.178083516946348]}"
000000000000000000c2_0,7,16,3882,0,10,195,background,17,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.5229861543657,28.589871243186735]}"
000000000000000000c3_0,214,28,1325,0,10,196,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.93567677017205,28.139815285842857]}"
000000000000000000c4_0,129,20,2967,0,10,197,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.23292929768724,28.71114380654287]}"
000000000000000000c5_0,251,11,4676,0,100,198,background,36,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.2757652138942,27.69784416605605]}"
000000000000000000c6_0,193,26,4545,0,100,199,background,5,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.96782730877987,28.072441639533892]}"
000000000000000000c7_0,30,16,4075,0,70,200,background,31,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.52136918685432,28.648351568182918]}"
000000000000000000c8_0,253,32,391,0,10,201,background,21,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.13034626652262,27.585464924012697]}"
000000000000000000c9_0,29,27,1733,0,10,202,background,17,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.69896611852471,27.576571602699914]}"
000000000000000000ca_0,29,21,1999,0,10,203,background,43,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.8593291195856,27.860349400953275]}"
000000000000000000cb_0,301,24,2454,0,10,204,background,11,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.98436088428952,27.539920339107837]}"
000000000000000000cc_0,41,23,1334,0,10,205,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.08667442086886,27.12112575365132]}"
000000000000000000cd_0,350,26,1364,0,10,206,background,22,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.10607803100584,27.375798136699203]}"
000000000000000000ce_0,212,15,4023,0,100,207,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.1562177467053,28.835111315751366]}"
000000000000000000cf_0,308,18,1327,0,10,208,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.62189066714728,28.365651748270505]}"
000000000000000000d0_0,158,26,881,0,10,209,background,11,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.02909698543868,27.414066367802697]}"
000000000000000000d1_0,311,-9999,134,0,80,210,background,1,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.84495150075787,27.79486221674096]}"
000000000000000000d2_0,244,28,1251,0,10,211,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.43882316080743,28.27860499723932]}"
000000000000000000d3_0,80,26,1449,0,10,212,background,26,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.72322063119594,27.83582539369681]}"
000000000000000000d4_0,0,29,169,0,10,213,background,2,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02442117167936,26.995810771516645]}"
000000000000000000d5_0,313,24,1323,0,10,214,background,21,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.78206485658762,27.94982160325158]}"
000000000000000000d6_0,214,24,1461,0,10,215,background,34,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.41520204311695,27.866817270998936]}"
000000000000000000d7_0,263,29,679,0,10,216,background,23,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.27263940752715,27.427810591649724]}"
000000000000000000d8_0,99,20,1499,0,10,217,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.06934608444908,28.85963532300783]}"
000000000000000000d9_0,351,27,1841,0,10,218,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.70139156979184,27.55959344383006]}"
000000000000000000da_0,252,18,4103,0,100,219,background,42,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.61030239998212,28.457010412665458]}"
000000000000000000db_0,27,20,3298,0,10,220,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.39164788554558,27.558245970903876]}"
000000000000000000dc_0,149,12,3991,0,30,221,background,45,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.42382586984445,28.922427561367783]}"
000000000000000000dd_0,97,13,3608,0,30,222,background,71,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.11875799935751,29.23477178565614]}"
000000000000000000de_0,213,30,406,0,10,223,background,13,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.37872586829985,27.034887486375844]}"
000000000000000000df_0,109,15,3858,0,100,224,background,26,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.58389193062902,28.58043893270348]}"
000000000000000000e0_0,331,25,1863,0,10,225,background,17,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.19851467374173,27.212753912631513]}"
000000000000000000e1_0,114,28,313,0,10,226,background,9,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.42067261778635,27.675476115481473]}"
000000000000000000e2_0,208,23,1792,0,10,227,background,27,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.3265246017288,27.78273496040535]}"
000000000000000000e3_0,253,12,4402,0,10,228,background,29,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.26040402253574,27.680327018015717]}"
000000000000000000e4_0,190,29,548,0,10,229,background,28,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.95175203947599,27.365287847875003]}"
000000000000000000e5_0,171,20,2707,0,10,230,background,39,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.61910131548467,27.659306440367324]}"
000000000000000000e6_0,254,32,620,0,10,231,background,3,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.02847731330348,28.070555177437242]}"
000000000000000000e7_0,126,26,1471,0,10,232,background,15,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.80379951218146,27.674128642555296]}"
000000000000000000e8_0,61,22,1526,0,10,233,background,35,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.86335781551861,28.424671062437156]}"
000000000000000000e9_0,164,25,1939,0,10,234,background,28,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.40504193184267,28.202338029617575]}"
000000000000000000ea_0,9,28,947,0,10,235,background,14,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.02882749085342,28.112596332734036]}"
000000000000000000eb_0,13,29,1331,0,10,236,background,26,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.71055438568987,27.33833838935142]}"
000000000000000000ec_0,280,17,4889,0,60,237,background,46,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.61990979924036,27.82423712653167]}"
000000000000000000ed_0,3,14,3857,0,100,238,background,47,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.62800835964299,29.23207683980378]}"
000000000000000000ee_0,264,23,919,0,10,239,background,33,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.75861882767214,28.927547958487263]}"
000000000000000000ef_0,274,23,1549,0,10,240,background,12,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.82500890145042,28.389906260941732]}"
000000000000000000f0_0,204,30,333,0,10,241,background,5,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.20526576121819,27.43131402125779]}"
000000000000000000f1_0,265,-9999,4739,0,70,242,background,20,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.30640691364636,29.067146153639438]}"
000000000000000000f2_0,152,27,2075,0,30,243,background,25,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.47761665823583,27.241050844081272]}"
000000000000000000f3_0,73,19,3407,0,10,244,background,57,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.2160455446276,28.616012217954616]}"
000000000000000000f4_0,57,20,3429,0,10,245,background,24,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.94878759903838,28.59606961864716]}"
000000000000000000f5_0,50,29,1819,0,30,246,background,35,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.35472712736828,27.214909869313395]}"
000000000000000000f6_0,47,17,2226,0,10,247,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.50646630170161,28.762347777737684]}"
000000000000000000f7_0,273,17,2690,0,10,248,background,47,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.84772712957493,28.473449582364847]}"
000000000000000000f8_0,78,27,752,0,10,249,background,18,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.94087785025624,27.19335030249453]}"
000000000000000000f9_0,230,13,4583,0,70,250,background,23,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.37801179035438,28.999772507330473]}"
000000000000000000fa_0,203,24,2057,0,10,251,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.87144265307569,28.110440376052146]}"
000000000000000000fb_0,254,26,265,0,10,252,background,7,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.04410799924716,27.998061134008793]}"
000000000000000000fc_0,270,21,2193,0,10,253,background,1,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.97708453048813,28.266208246318474]}"
000000000000000000fd_0,88,18,1567,0,10,254,background,28,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.2028265871055,28.18562936533295]}"
000000000000000000fe_0,87,16,3508,0,30,255,background,18,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.0750998765493,29.16524218266529]}"
000000000000000000ff_0,118,18,1649,0,10,256,background,17,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.3189924761877,28.158140917638892]}"
00000000000000000100_0,180,27,1500,0,10,257,background,41,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.10285781882857,28.113943805660213]}"
00000000000000000101_0,312,32,175,0,40,258,background,3,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.91124716872588,27.478206079088828]}"
00000000000000000102_0,243,16,3781,0,10,259,background,23,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.44573561421328,28.77097160446523]}"
00000000000000000103_0,95,30,469,0,10,260,background,11,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[94.007806913205,27.377684598795852]}"
00000000000000000104_0,298,28,200,0,10,261,background,6,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.09126955166346,27.43104452667255]}"
00000000000000000105_0,214,23,1688,0,10,262,background,37,arunachal pradesh,"{""geodesic"":false,""type"":""Point"",""coordinates"":[96.72512081613814,27.529140555698405]}"
